t,ts_1,ts_2,ts_3,ts_4,ts_5,ts_6,ts_7,ts_8,ts_9,ts_10,new_sum,old_sum
19,3.3562324400026586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3562324400026586,3.3562324400026586
20,3.3562324400026586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3562324400026586,3.3562324400026586
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2.991107302960981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.991107302960981,2.991107302960981
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3.016432223354361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.016432223354361,3.016432223354361
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.8677754412817549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8677754412817549,1.8677754412817549
36,0.6386802555557274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6386802555557274,0.6386802555557274
37,2.4652282515456307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4652282515456307,2.4652282515456307
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1.4656310276878814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4656310276878814,1.4656310276878814
40,2.3383788967608625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3383788967608625,2.3383788967608625
41,4.340313829706748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.340313829706748,4.340313829706748
42,4.340313829706748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.340313829706748,4.340313829706748
43,4.340313829706748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.340313829706748,4.340313829706748
44,4.340313829706748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.340313829706748,4.340313829706748
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.5527276863940334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5527276863940334,1.5527276863940334
48,0.7623623376007971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623623376007971,0.7623623376007971
49,0.7623623376007971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623623376007971,0.7623623376007971
50,0.7623623376007971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623623376007971,0.7623623376007971
51,0.7623623376007971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7623623376007971,0.7623623376007971
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.7662275140989845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7662275140989845,1.7662275140989845
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.8211719099500763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8211719099500763,1.8211719099500763
56,3.478624316271028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.478624316271028,3.478624316271028
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,3.0066446855357527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0066446855357527,3.0066446855357527
60,3.0066446855357527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0066446855357527,3.0066446855357527
61,3.0066446855357527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0066446855357527,3.0066446855357527
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,4.02754194097886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02754194097886,4.02754194097886
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,3.4894109314732438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4894109314732438,3.4894109314732438
67,2.3287408764803175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3287408764803175,2.3287408764803175
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,4.163091730997156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163091730997156,4.163091730997156
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1.2513781395846677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513781395846677,1.2513781395846677
73,0.6022043291023722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6022043291023722,0.6022043291023722
74,0.9052153734903878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9052153734903878,0.9052153734903878
75,0.9052153734903878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9052153734903878,0.9052153734903878
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,3.7506170776840264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7506170776840264,3.7506170776840264
78,2.578447536131243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578447536131243,2.578447536131243
79,2.578447536131243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578447536131243,2.578447536131243
80,2.578447536131243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578447536131243,2.578447536131243
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1.225723005651208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.225723005651208,1.225723005651208
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
90,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
91,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
92,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
93,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
94,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
95,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
96,2.7547014879651357,0.597254359461487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3519558474266224,3.3519558474266224
97,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
98,2.7547014879651357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7547014879651357,2.7547014879651357
99,0.0,4.21831365887461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21831365887461,4.21831365887461
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,4.53272347327895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53272347327895,4.53272347327895
102,0.0,4.53272347327895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53272347327895,4.53272347327895
103,0.0,4.53272347327895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53272347327895,4.53272347327895
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,1.1311209004937486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1311209004937486,1.1311209004937486
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,2.993162645925722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993162645925722,2.993162645925722
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.988590835109496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988590835109496,0.988590835109496
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,3.5250804186791527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5250804186791527,3.5250804186791527
117,0.0,1.7655520272755374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7655520272755374,1.7655520272755374
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,3.467401856113558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.467401856113558,3.467401856113558
120,0.0,3.7714757642909715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7714757642909715,3.7714757642909715
121,0.0,3.9589137136294568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9589137136294568,3.9589137136294568
122,0.0,0.9848342568015345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848342568015345,0.9848342568015345
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,4.622053303119236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622053303119236,4.622053303119236
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,1.5359629590269637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5359629590269637,1.5359629590269637
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.668356502792809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668356502792809,0.668356502792809
135,0.0,2.996836112261675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.996836112261675,2.996836112261675
136,0.0,2.1691502773809743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1691502773809743,2.1691502773809743
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
140,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
141,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
142,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
143,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
144,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
145,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
146,0.0,4.234053844095859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234053844095859,4.234053844095859
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,4.137131624289358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.137131624289358,4.137131624289358
149,0.0,1.927125017702219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927125017702219,1.927125017702219
150,0.0,1.927125017702219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927125017702219,1.927125017702219
151,0.0,1.927125017702219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927125017702219,1.927125017702219
152,0.0,1.927125017702219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927125017702219,1.927125017702219
153,0.0,1.927125017702219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927125017702219,1.927125017702219
154,0.0,1.927125017702219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.927125017702219,1.927125017702219
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,4.7880472778138525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7880472778138525,4.7880472778138525
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,1.8091302716305337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8091302716305337,1.8091302716305337
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,2.8177570815427155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8177570815427155,2.8177570815427155
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,1.6518429075542125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6518429075542125,1.6518429075542125
168,0.0,4.7121960652203345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7121960652203345,4.7121960652203345
169,0.0,1.2407351791190817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2407351791190817,1.2407351791190817
170,0.0,0.7020977872654804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7020977872654804,0.7020977872654804
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,2.4579367700136707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4579367700136707,2.4579367700136707
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,4.9656900382512665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9656900382512665,4.9656900382512665
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
180,0.0,4.512547698147113,0.9911479854458072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5036956835929205,5.5036956835929205
181,0.0,4.512547698147113,4.232428766972314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.744976465119427,8.744976465119427
182,0.0,4.512547698147113,4.085676897463228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59822459561034,8.59822459561034
183,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147112,4.512547698147113
184,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147112,4.512547698147113
185,0.0,4.512547698147113,1.5468833388489516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.059431036996064,6.059431036996065
186,0.0,4.512547698147113,2.8884631576957407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.401010855842853,7.401010855842854
187,0.0,4.512547698147113,3.2270711931500493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7396188912971615,7.739618891297162
188,0.0,4.512547698147113,3.2270711931500493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7396188912971615,7.739618891297162
189,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147112,4.512547698147113
190,0.0,4.512547698147113,4.404825291992051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.917372990139164,8.917372990139164
191,0.0,4.512547698147113,4.404825291992051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.917372990139164,8.917372990139164
192,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
193,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
194,0.0,4.512547698147113,3.2139822080242655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.726529906171379,7.726529906171379
195,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
196,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
197,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
198,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
199,0.0,4.512547698147113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512547698147113,4.512547698147113
200,0.0,4.512547698147113,2.3565720617315615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.869119759878675,6.869119759878675
